recommendations,video_id
"[[""J4kcYw-9QG4"", 122486, ""up_next""], [""p_FFZbOkayA"", 124450, ""up_next""], [""qFTP7OHE0iE"", 126112, ""up_next""], [""Phma-K1K28s"", 127888, ""up_next""], [""0tG67Oqshow"", 129740, ""up_next""], [""WW1FvN9Hx4M"", 131441, ""up_next""], [""64PrGBIf7rg"", 133148, ""up_next""], [""UQGBDNdlU3I"", 134855, ""up_next""], [""RYaMy25LA58"", 136569, ""up_next""], [""A4Rr33G3vWM"", 138254, ""up_next""], [""yuq2uC1Inhg"", 139971, ""up_next""], [""Cyyjpn-gFKk"", 141669, ""up_next""], [""QwepZkbpCfI"", 143312, ""up_next""], [""AbZ5U-q1CbI"", 144991, ""up_next""], [""2wPTiJKg1sM"", 146714, ""up_next""], [""IdhPzUYL6nI"", 148378, ""up_next""], [""qbqq4eQ5Hjc"", 150114, ""up_next""], [""Vl4wcLx2_LY"", 151815, ""up_next""], [""ycvRJPkzdP0"", 153546, ""up_next""], [""sc_WhhecuGI"", 155276, ""up_next""]]",7Ugu3S-fGNM
"[[""-Qblx90eEts"", 123585, ""up_next""], [""4Pr9lwTJ77M"", 125592, ""up_next""], [""w2G7Cp-dgag"", 127301, ""up_next""], [""kxF-FfeGXCk"", 128935, ""up_next""], [""J4kcYw-9QG4"", 130737, ""up_next""], [""m6pWEzkbnDE"", 132437, ""up_next""], [""wdipRFDlzOk"", 134149, ""up_next""], [""a2rRj6KKwME"", 135852, ""up_next""], [""k1hS66A3c7E"", 137521, ""up_next""], [""fzD6g_wp76A"", 139180, ""up_next""], [""whAE1vpjNig"", 140904, ""up_next""], [""obci7c9qpNI"", 142663, ""up_next""], [""F8bCetQksSs"", 144434, ""up_next""], [""fQPBeL-jZwg"", 146133, ""up_next""], [""3IDyUHTmSdo"", 147816, ""up_next""], [""mNodJWNi554"", 149555, ""up_next""], [""bAR6aJP6RBo"", 151288, ""up_next""], [""rnkMTOFtBEE"", 152939, ""up_next""], [""faFo6B0yPHE"", 154661, ""up_next""], [""uZaGn284aE4"", 156352, ""up_next""]]",7tLI5hQuWfI
"[[""uX7c4lvN5-0"", 117450, ""up_next""], [""RZDAHcxJ9Gs"", 119412, ""up_next""], [""7pDxQPWD3L4"", 121073, ""up_next""], [""hC0hrqbhx5M"", 122778, ""up_next""], [""m6pWEzkbnDE"", 124527, ""up_next""], [""PPpIGQ9ZWFw"", 126239, ""up_next""], [""i_aIc41ltpU"", 128089, ""up_next""], [""4faVkCbNRG8"", 129879, ""up_next""], [""UE5fZaAzXws"", 131576, ""up_next""], [""FSeCitB1co8"", 133321, ""up_next""], [""fzD6g_wp76A"", 135096, ""up_next""], [""NNu5GpyuFqM"", 136820, ""up_next""], [""y6akFjHLw3U"", 138527, ""up_next""], [""T2dN9WwTkss"", 140238, ""up_next""], [""vVgR2w9IxyQ"", 141917, ""up_next""], [""UQGBDNdlU3I"", 143733, ""up_next""], [""SyeXf2Xa_38"", 145447, ""up_next""], [""CYZYT4_HKfk"", 147172, ""up_next""], [""-xINM1k80UI"", 148887, ""up_next""], [""9OycuwkWMBU"", 150592, ""up_next""]]",8CHLujSuq1s
"[[""7fMDrYBsYbo"", 114122, ""up_next""], [""RYaMy25LA58"", 116174, ""up_next""], [""1gtmij_uNuE"", 117859, ""up_next""], [""QxonYxj3pdE"", 119572, ""up_next""], [""Phma-K1K28s"", 121345, ""up_next""], [""m6pWEzkbnDE"", 123197, ""up_next""], [""hC0hrqbhx5M"", 124909, ""up_next""], [""LVgzOyHVcj4"", 126658, ""up_next""], [""XZOOA9heAf0"", 128488, ""up_next""], [""7pDxQPWD3L4"", 130251, ""up_next""], [""1RA2Zy_IZfQ"", 131956, ""up_next""], [""_Y-iD1DKeHc"", 133685, ""up_next""], [""Ve98sIM4bzI"", 135324, ""up_next""], [""2dbiDtnnnn0"", 137101, ""up_next""], [""NtX85z9W0IM"", 138772, ""up_next""], [""oGxYYSA4loM"", 140485, ""up_next""], [""GH0_8HqyH7g"", 142188, ""up_next""], [""bAR6aJP6RBo"", 143855, ""up_next""], [""vVgR2w9IxyQ"", 145506, ""up_next""], [""UQGBDNdlU3I"", 147320, ""up_next""]]",8GpoljZWPhE
"[[""7P4gpXRQqQE"", 126872, ""up_next""], [""3SK0jdTfnic"", 128811, ""up_next""], [""vVgR2w9IxyQ"", 130550, ""up_next""], [""Phma-K1K28s"", 132366, ""up_next""], [""H3OhvYNdvRw"", 134218, ""up_next""], [""wfNXWGCeNGI"", 136026, ""up_next""], [""OF96aDngKmg"", 137796, ""up_next""], [""UQGBDNdlU3I"", 139509, ""up_next""], [""llctqNJr2IU"", 141223, ""up_next""], [""obci7c9qpNI"", 142964, ""up_next""], [""Oq8FAou_oGQ"", 144737, ""up_next""], [""6J3sXTpUZ9s"", 146480, ""up_next""], [""0cj3_rlDRd4"", 148283, ""up_next""], [""A4Rr33G3vWM"", 149966, ""up_next""], [""weCN0JTXisc"", 151683, ""up_next""], [""w2G7Cp-dgag"", 153501, ""up_next""], [""RYaMy25LA58"", 155137, ""up_next""], [""oM5JI1CxsPY"", 156822, ""up_next""], [""vsdu1OlYTCI"", 158484, ""up_next""], [""kvDEXxjA9Q0"", 160233, ""up_next""]]",8WIrReMlbcA
"[[""Sto2QyUXRVs"", 127336, ""up_next""], [""Phma-K1K28s"", 129353, ""up_next""], [""vblot9RiULI"", 131205, ""up_next""], [""faNc8d4-Wsg"", 132946, ""up_next""], [""64PrGBIf7rg"", 134659, ""up_next""], [""oTOA4VQ8ZzE"", 136366, ""up_next""], [""3SK0jdTfnic"", 138058, ""up_next""], [""bIviJ3cFiok"", 139797, ""up_next""], [""UQGBDNdlU3I"", 141550, ""up_next""], [""PtcMMGx02Uk"", 143262, ""up_next""], [""pvLaKimk8XA"", 144940, ""up_next""], [""xtuIjcga7E4"", 146707, ""up_next""], [""_lyg_-LNXRo"", 148385, ""up_next""], [""uMytp0PIGwU"", 150187, ""up_next""], [""z03My4ALwyU"", 151901, ""up_next""], [""AbZ5U-q1CbI"", 153598, ""up_next""], [""7G8ZckwMy0g"", 155325, ""up_next""], [""rH2CdSod3zI"", 157050, ""up_next""], [""5lqo86IvOJ0"", 158803, ""up_next""], [""0tG67Oqshow"", 160577, ""up_next""]]",8ucBMYik39g
"[[""_1WZ3DK5J6I"", 122910, ""up_next""], [""p_FFZbOkayA"", 124885, ""up_next""], [""ycvRJPkzdP0"", 126547, ""up_next""], [""ZzmD8mZZKfc"", 128277, ""up_next""], [""l1tiiv4Wg7M"", 130017, ""up_next""], [""fzD6g_wp76A"", 131845, ""up_next""], [""2Ual3vsfuI4"", 133569, ""up_next""], [""RmY-urBDwZA"", 135223, ""up_next""], [""YZBqScnwT6U"", 136910, ""up_next""], [""hC0hrqbhx5M"", 138650, ""up_next""], [""NZANMgG6gTw"", 140399, ""up_next""], [""A4Rr33G3vWM"", 142209, ""up_next""], [""hw8V5KH6E6Y"", 143926, ""up_next""], [""Phma-K1K28s"", 145619, ""up_next""], [""k89dkdM_oYk"", 147471, ""up_next""], [""w2G7Cp-dgag"", 149154, ""up_next""], [""6zMrG2llfp8"", 150788, ""up_next""], [""b-a1jXgAsQI"", 152461, ""up_next""], [""IdhPzUYL6nI"", 154204, ""up_next""], [""1qnny-NTBmI"", 155940, ""up_next""]]",9KgIvOQKq1I
"[[""42G6KeZNBM0"", 130740, ""up_next""], [""UQGBDNdlU3I"", 132834, ""up_next""], [""w2G7Cp-dgag"", 134544, ""up_next""], [""hC0hrqbhx5M"", 136172, ""up_next""], [""R2uvc6AwjRY"", 137917, ""up_next""], [""eygGpSyxdrQ"", 139641, ""up_next""], [""oM5JI1CxsPY"", 141410, ""up_next""], [""9OycuwkWMBU"", 143070, ""up_next""], [""kpwj8f5HmNo"", 144831, ""up_next""], [""fzD6g_wp76A"", 146508, ""up_next""], [""lcn3i71XX1A"", 148228, ""up_next""], [""UE5fZaAzXws"", 149955, ""up_next""], [""dDW6FYdIoYE"", 151694, ""up_next""], [""cPqrUCfBUok"", 153366, ""up_next""], [""CEwXUbHyzMc"", 155177, ""up_next""], [""dZspJB57Do0"", 156941, ""up_next""], [""56yXu5-pxeI"", 158628, ""up_next""], [""lCR0QTdSJfA"", 160398, ""up_next""], [""C83bxTq0wTQ"", 162105, ""up_next""], [""-xINM1k80UI"", 163900, ""up_next""]]",ADV6dFgGnIQ
"[[""hw8V5KH6E6Y"", 131335, ""up_next""], [""WSTHapA5gMA"", 133290, ""up_next""], [""WW1FvN9Hx4M"", 135003, ""up_next""], [""J4kcYw-9QG4"", 136702, ""up_next""], [""AbZ5U-q1CbI"", 138396, ""up_next""], [""Phma-K1K28s"", 140115, ""up_next""], [""rF7Xrtci74c"", 141961, ""up_next""], [""64PrGBIf7rg"", 143684, ""up_next""], [""OPy4oGRkSDw"", 145387, ""up_next""], [""SqBjjr8N_uE"", 147222, ""up_next""], [""PzNLVfSvfDc"", 148948, ""up_next""], [""w2G7Cp-dgag"", 150599, ""up_next""], [""wYWU9zhCbI8"", 152227, ""up_next""], [""GO185f3dpO8"", 153896, ""up_next""], [""UQGBDNdlU3I"", 155665, ""up_next""], [""R7nvQV5CWpk"", 157375, ""up_next""], [""XCFdc1g1G7w"", 159014, ""up_next""], [""z03My4ALwyU"", 160705, ""up_next""], [""7OZebLs6v7o"", 162396, ""up_next""], [""0tG67Oqshow"", 164094, ""up_next""]]",AIoIdLWo2j4
"[[""0cj3_rlDRd4"", 126226, ""up_next""], [""WW1FvN9Hx4M"", 128171, ""up_next""], [""KXMRvEb8zU8"", 129876, ""up_next""], [""st19d6huwq4"", 131583, ""up_next""], [""Phma-K1K28s"", 133405, ""up_next""], [""UQGBDNdlU3I"", 135255, ""up_next""], [""R2uvc6AwjRY"", 136967, ""up_next""], [""2wPTiJKg1sM"", 138697, ""up_next""], [""lv4wCeTCte4"", 140361, ""up_next""], [""rF7Xrtci74c"", 142132, ""up_next""], [""J4kcYw-9QG4"", 143861, ""up_next""], [""vblot9RiULI"", 145561, ""up_next""], [""G1LQs7NbTOs"", 147300, ""up_next""], [""ycvRJPkzdP0"", 149090, ""up_next""], [""cAAM0cVv_aM"", 150818, ""up_next""], [""p_FFZbOkayA"", 152535, ""up_next""], [""kEAQ8dB4_R4"", 154197, ""up_next""], [""fN5FkKS7V3w"", 155873, ""up_next""], [""WSTHapA5gMA"", 157590, ""up_next""], [""wfNXWGCeNGI"", 159309, ""up_next""]]",AbZ5U-q1CbI
"[[""p_FFZbOkayA"", 129518, ""up_next""], [""WW1FvN9Hx4M"", 131444, ""up_next""], [""64PrGBIf7rg"", 133149, ""up_next""], [""pl9joOWkhWU"", 134854, ""up_next""], [""hC0hrqbhx5M"", 136565, ""up_next""], [""HkoKtDirvzI"", 138312, ""up_next""], [""Phma-K1K28s"", 140054, ""up_next""], [""abvyoMhxtSA"", 141904, ""up_next""], [""NCeBACKWkqQ"", 143579, ""up_next""], [""bL9Q04hlUO8"", 145304, ""up_next""], [""a2rRj6KKwME"", 147019, ""up_next""], [""k1hS66A3c7E"", 148686, ""up_next""], [""F8bCetQksSs"", 150341, ""up_next""], [""A4Rr33G3vWM"", 152038, ""up_next""], [""rIMX4KSJmqI"", 153753, ""up_next""], [""AbZ5U-q1CbI"", 155450, ""up_next""], [""YZBqScnwT6U"", 157173, ""up_next""], [""1O-gcvClZmQ"", 158911, ""up_next""], [""PzNLVfSvfDc"", 160614, ""up_next""], [""oWirfhjfeVo"", 162269, ""up_next""]]",AbvVlD1-Yxs
"[[""hw8V5KH6E6Y"", 127951, ""up_next""], [""yaYwGJuIwT4"", 129906, ""up_next""], [""AbZ5U-q1CbI"", 131639, ""up_next""], [""O8c-ijxS8CY"", 133362, ""up_next""], [""hkK2AcOG854"", 135182, ""up_next""], [""vblot9RiULI"", 136893, ""up_next""], [""Phma-K1K28s"", 138632, ""up_next""], [""rF7Xrtci74c"", 140482, ""up_next""], [""ZxXqQFbecuY"", 142209, ""up_next""], [""XvOZrOPdEWY"", 144018, ""up_next""], [""WW1FvN9Hx4M"", 145715, ""up_next""], [""Sm_IMiHmfZw"", 147418, ""up_next""], [""ZzmD8mZZKfc"", 149235, ""up_next""], [""2wPTiJKg1sM"", 150977, ""up_next""], [""AIoIdLWo2j4"", 152639, ""up_next""], [""n2F6F_qEtTQ"", 154288, ""up_next""], [""WSTHapA5gMA"", 156056, ""up_next""], [""XCFdc1g1G7w"", 157773, ""up_next""], [""5lqo86IvOJ0"", 159468, ""up_next""], [""1O-gcvClZmQ"", 161240, ""up_next""]]",BRcbB2uHyCg
"[[""WW1FvN9Hx4M"", 136708, ""up_next""], [""AbZ5U-q1CbI"", 138679, ""up_next""], [""_lyg_-LNXRo"", 140402, ""up_next""], [""Phma-K1K28s"", 142202, ""up_next""], [""rF7Xrtci74c"", 144052, ""up_next""], [""lv4wCeTCte4"", 145779, ""up_next""], [""vblot9RiULI"", 147550, ""up_next""], [""eygGpSyxdrQ"", 149289, ""up_next""], [""0tG67Oqshow"", 151060, ""up_next""], [""64PrGBIf7rg"", 152757, ""up_next""], [""w0hYk8F7UrY"", 154462, ""up_next""], [""UQGBDNdlU3I"", 156232, ""up_next""], [""6h48Od3QJq4"", 157944, ""up_next""], [""RmY-urBDwZA"", 159702, ""up_next""], [""Vl4wcLx2_LY"", 161383, ""up_next""], [""0cj3_rlDRd4"", 163112, ""up_next""], [""xM8mlTyYKLk"", 164791, ""up_next""], [""R2uvc6AwjRY"", 166546, ""up_next""], [""S9rN8CIUJkg"", 168270, ""up_next""], [""IxHi0d5wBF0"", 170099, ""up_next""]]",BV5KBIo0b88
"[[""Cyyjpn-gFKk"", 113463, ""up_next""], [""auKx-SEcJho"", 115370, ""up_next""], [""CIrR3g9IbzU"", 117039, ""up_next""], [""CcrhwatDkUM"", 118664, ""up_next""], [""3SK0jdTfnic"", 120472, ""up_next""], [""hC0hrqbhx5M"", 122209, ""up_next""], [""iT6QxRkjCAQ"", 123956, ""up_next""], [""-tWFY_md36A"", 125667, ""up_next""], [""0UB28MMcKgI"", 127316, ""up_next""], [""lv4wCeTCte4"", 128981, ""up_next""], [""Phma-K1K28s"", 130752, ""up_next""], [""hw8V5KH6E6Y"", 132602, ""up_next""], [""Cxt9kVgpHcg"", 134293, ""up_next""], [""zS6OkfoGz2I"", 135984, ""up_next""], [""RYaMy25LA58"", 137755, ""up_next""], [""QAeoUItnQpE"", 139438, ""up_next""], [""A4Rr33G3vWM"", 141099, ""up_next""], [""UQGBDNdlU3I"", 142814, ""up_next""], [""oGxYYSA4loM"", 144526, ""up_next""], [""Vl4wcLx2_LY"", 146227, ""up_next""]]",Bn6Fu9RaoyU
"[[""EfdCKWzSnyo"", 113295, ""up_next""], [""RYaMy25LA58"", 115188, ""up_next""], [""kpwj8f5HmNo"", 116871, ""up_next""], [""Vva3Fdw-2kA"", 118552, ""up_next""], [""m6pWEzkbnDE"", 120231, ""up_next""], [""a0qfj2m07Yo"", 121941, ""up_next""], [""GH0_8HqyH7g"", 123638, ""up_next""], [""hC0hrqbhx5M"", 125301, ""up_next""], [""ANKKhMAROX8"", 127048, ""up_next""], [""Ve98sIM4bzI"", 128752, ""up_next""], [""-tWFY_md36A"", 130525, ""up_next""], [""rWtXULcsU0w"", 132174, ""up_next""], [""2wPTiJKg1sM"", 133986, ""up_next""], [""bUJdJIxgI7U"", 135648, ""up_next""], [""oGxYYSA4loM"", 137374, ""up_next""], [""F1JDOkL1330"", 139075, ""up_next""], [""tUhqe5MZfJ4"", 140721, ""up_next""], [""AErf9MRus6U"", 142406, ""up_next""], [""QAeoUItnQpE"", 144120, ""up_next""], [""__lAaZOiCqo"", 145781, ""up_next""]]",CIrR3g9IbzU
"[[""GH0_8HqyH7g"", 121847, ""up_next""], [""p6Q2jIkToaw"", 123778, ""up_next""], [""hC0hrqbhx5M"", 125588, ""up_next""], [""0cj3_rlDRd4"", 127335, ""up_next""], [""pXvwPa57T1M"", 129014, ""up_next""], [""64PrGBIf7rg"", 130818, ""up_next""], [""Phma-K1K28s"", 132523, ""up_next""], [""hw8V5KH6E6Y"", 134373, ""up_next""], [""dCwZxJtCjyA"", 136064, ""up_next""], [""6zMrG2llfp8"", 137783, ""up_next""], [""Vl4wcLx2_LY"", 139454, ""up_next""], [""py5XY8Z8kYI"", 141183, ""up_next""], [""wYWU9zhCbI8"", 142828, ""up_next""], [""yuq2uC1Inhg"", 144501, ""up_next""], [""AErf9MRus6U"", 146195, ""up_next""], [""rnHL77z5zJM"", 147909, ""up_next""], [""w2G7Cp-dgag"", 149550, ""up_next""], [""xg0OR9LbpP4"", 151182, ""up_next""], [""o_8t7U8LKUI"", 152945, ""up_next""], [""Fgu0noyhWTA"", 154626, ""up_next""]]",Cxt9kVgpHcg
"[[""0cj3_rlDRd4"", 131980, ""up_next""], [""PPpIGQ9ZWFw"", 133925, ""up_next""], [""Phma-K1K28s"", 135773, ""up_next""], [""vblot9RiULI"", 137623, ""up_next""], [""AbZ5U-q1CbI"", 139362, ""up_next""], [""_lyg_-LNXRo"", 141085, ""up_next""], [""rF7Xrtci74c"", 142885, ""up_next""], [""KXMRvEb8zU8"", 144612, ""up_next""], [""vsdu1OlYTCI"", 146317, ""up_next""], [""cAAM0cVv_aM"", 148066, ""up_next""], [""Tu-M2ZbXWl0"", 149781, ""up_next""], [""3SK0jdTfnic"", 151580, ""up_next""], [""J4kcYw-9QG4"", 153317, ""up_next""], [""YNovswAlmio"", 155015, ""up_next""], [""w2G7Cp-dgag"", 156763, ""up_next""], [""Kiqyawc-oIg"", 158395, ""up_next""], [""R2uvc6AwjRY"", 160136, ""up_next""], [""A4Rr33G3vWM"", 161864, ""up_next""], [""VGuAGRORK68"", 163579, ""up_next""], [""WSTHapA5gMA"", 165267, ""up_next""]]",DRAZkHbpiKU
"[[""0cj3_rlDRd4"", 130853, ""up_next""], [""HfBymjpFdWw"", 132798, ""up_next""], [""42G6KeZNBM0"", 134477, ""up_next""], [""NNu5GpyuFqM"", 136307, ""up_next""], [""fzD6g_wp76A"", 138014, ""up_next""], [""eygGpSyxdrQ"", 139736, ""up_next""], [""JRVNQonYdNU"", 141507, ""up_next""], [""UQGBDNdlU3I"", 143287, ""up_next""], [""IdhPzUYL6nI"", 144999, ""up_next""], [""lcn3i71XX1A"", 146735, ""up_next""], [""J4kcYw-9QG4"", 148468, ""up_next""], [""6J3sXTpUZ9s"", 150168, ""up_next""], [""t-1spl_fuU8"", 151969, ""up_next""], [""RZDAHcxJ9Gs"", 153657, ""up_next""], [""AKNgZW34gUU"", 155318, ""up_next""], [""-xINM1k80UI"", 156994, ""up_next""], [""IMdFeTaGLRU"", 158697, ""up_next""], [""nY4EB01ldOE"", 160399, ""up_next""], [""RKAzOsPPg1I"", 162136, ""up_next""], [""T2dN9WwTkss"", 163954, ""up_next""]]",DfhPBpX5X4I
"[[""XCFdc1g1G7w"", 117187, ""up_next""], [""Phma-K1K28s"", 119148, ""up_next""], [""bDOiyKL3qG0"", 120998, ""up_next""], [""64PrGBIf7rg"", 122806, ""up_next""], [""vblot9RiULI"", 124511, ""up_next""], [""iGkLuEAJlYU"", 126248, ""up_next""], [""ANKKhMAROX8"", 128061, ""up_next""], [""EcSVdqLvS24"", 129763, ""up_next""], [""80B1ncyqtV0"", 131476, ""up_next""], [""q65gW6rEEec"", 133165, ""up_next""], [""JRVNQonYdNU"", 134856, ""up_next""], [""fzD6g_wp76A"", 136636, ""up_next""], [""py5XY8Z8kYI"", 138356, ""up_next""], [""8ml6OMqD9vM"", 140001, ""up_next""], [""hkK2AcOG854"", 141741, ""up_next""], [""1O-gcvClZmQ"", 143452, ""up_next""], [""Hwd_lknzF7s"", 145155, ""up_next""], [""lNbUJtlB-5w"", 146867, ""up_next""], [""BwvW1zYIl20"", 148580, ""up_next""], [""ylxeJYRCq4w"", 150253, ""up_next""]]",Dy4z7ECgjxo
"[[""kSCHjlMDX1s"", 125800, ""up_next""], [""RYaMy25LA58"", 127787, ""up_next""], [""0cj3_rlDRd4"", 129472, ""up_next""], [""qigOUdAOyRs"", 131153, ""up_next""], [""4ehIGXn3M6I"", 132936, ""up_next""], [""x8TmlCycgvE"", 134763, ""up_next""], [""hC0hrqbhx5M"", 136518, ""up_next""], [""1uarCaupZBY"", 138263, ""up_next""], [""m6pWEzkbnDE"", 140068, ""up_next""], [""7pDxQPWD3L4"", 141778, ""up_next""], [""2wPTiJKg1sM"", 143481, ""up_next""], [""llctqNJr2IU"", 145145, ""up_next""], [""GH0_8HqyH7g"", 146884, ""up_next""], [""R2uvc6AwjRY"", 148551, ""up_next""], [""PsFD9usCUHo"", 150281, ""up_next""], [""onuqkmhhJXM"", 151938, ""up_next""], [""K6LmfimxNeU"", 153611, ""up_next""], [""sc_WhhecuGI"", 155294, ""up_next""], [""jvSC3da01pQ"", 156964, ""up_next""], [""k1hS66A3c7E"", 158724, ""up_next""]]",EVi_stWU8oU
"[[""WNFf7nMIGnE"", 111823, ""up_next""], [""6uRY5cuR-zM"", 113839, ""up_next""], [""1RA2Zy_IZfQ"", 115478, ""up_next""], [""0y7OvQOEAfY"", 117203, ""up_next""], [""3IDyUHTmSdo"", 118996, ""up_next""], [""LyBIT0Q7fOc"", 120733, ""up_next""], [""YO-hnbbK_lc"", 122433, ""up_next""], [""_fuaoomVONs"", 124124, ""up_next""], [""rbzJTTDO9f4"", 125809, ""up_next""], [""zvKY_DnM1PA"", 127548, ""up_next""], [""k1hS66A3c7E"", 129341, ""up_next""], [""cpHNwgM1_oE"", 130998, ""up_next""], [""oQ81Sz38Acw"", 132702, ""up_next""], [""Klf8IBrXFWY"", 134390, ""up_next""], [""arj7oStGLkU"", 136196, ""up_next""], [""onuqkmhhJXM"", 137907, ""up_next""], [""ZPrAKuOBWzw"", 139580, ""up_next""], [""JY5t6iUzajk"", 141320, ""up_next""], [""m6pWEzkbnDE"", 143032, ""up_next""], [""1R5dKwvtjlg"", 144742, ""up_next""]]",EiVLRTAzAsI
"[[""WW1FvN9Hx4M"", 128591, ""up_next""], [""Vl4wcLx2_LY"", 130562, ""up_next""], [""64PrGBIf7rg"", 132291, ""up_next""], [""obci7c9qpNI"", 133996, ""up_next""], [""hC0hrqbhx5M"", 135765, ""up_next""], [""pvLaKimk8XA"", 137512, ""up_next""], [""Phma-K1K28s"", 139279, ""up_next""], [""ZfERge1HuwM"", 141129, ""up_next""], [""rF7Xrtci74c"", 142857, ""up_next""], [""vblot9RiULI"", 144584, ""up_next""], [""PzNLVfSvfDc"", 146323, ""up_next""], [""UQGBDNdlU3I"", 147978, ""up_next""], [""w2G7Cp-dgag"", 149690, ""up_next""], [""wYWU9zhCbI8"", 151322, ""up_next""], [""WSTHapA5gMA"", 152995, ""up_next""], [""BRcbB2uHyCg"", 154712, ""up_next""], [""KXMRvEb8zU8"", 156449, ""up_next""], [""q65gW6rEEec"", 158154, ""up_next""], [""hw8V5KH6E6Y"", 159845, ""up_next""], [""dCwZxJtCjyA"", 161536, ""up_next""]]",F0iOtTy5Wxw
"[[""k1hS66A3c7E"", 125057, ""up_next""], [""YkbyTbUl0DE"", 126980, ""up_next""], [""64PrGBIf7rg"", 128703, ""up_next""], [""dCwZxJtCjyA"", 130408, ""up_next""], [""F16zmsLk3qE&list=PLpI2rEfe8xYleFTmgCkQDsR0_mNXLK0T-"", -1, ""up_next""], [""Phma-K1K28s"", 133902, ""up_next""], [""1O-gcvClZmQ"", 135752, ""up_next""], [""hkK2AcOG854"", 137455, ""up_next""], [""A4Rr33G3vWM"", 139166, ""up_next""], [""hC0hrqbhx5M"", 140881, ""up_next""], [""oSTygrzymO0"", 142628, ""up_next""], [""7tLI5hQuWfI"", 144424, ""up_next""], [""SrsK59wqwR0"", 146079, ""up_next""], [""AbvVlD1-Yxs"", 147808, ""up_next""], [""qbqq4eQ5Hjc"", 149471, ""up_next""], [""_sbLiOPvdGY"", 151170, ""up_next""], [""wYWU9zhCbI8"", 152863, ""up_next""], [""ZxXqQFbecuY"", 154536, ""up_next""], [""-Qblx90eEts"", 156345, ""up_next""], [""Vl4wcLx2_LY"", 158084, ""up_next""]]",F16zmsLk3qE
"[[""Phma-K1K28s"", 128482, ""up_next""], [""k1hS66A3c7E"", 130598, ""up_next""], [""m6pWEzkbnDE"", 132257, ""up_next""], [""hC0hrqbhx5M"", 133967, ""up_next""], [""llctqNJr2IU"", 135714, ""up_next""], [""fzD6g_wp76A"", 137453, ""up_next""], [""vhhgI4tSMwc"", 139175, ""up_next""], [""7pDxQPWD3L4"", 140845, ""up_next""], [""jKMxFPWLyBQ"", 142548, ""up_next""], [""dENi7K2lX4U"", 144262, ""up_next""], [""cRU_WayAUS0"", 145964, ""up_next""], [""OpmAWcMtBFw"", 147714, ""up_next""], [""9OycuwkWMBU"", 149442, ""up_next""], [""Ve98sIM4bzI"", 151205, ""up_next""], [""x8TmlCycgvE"", 152978, ""up_next""], [""-xINM1k80UI"", 154733, ""up_next""], [""UQGBDNdlU3I"", 156440, ""up_next""], [""vVgR2w9IxyQ"", 158150, ""up_next""], [""CYZYT4_HKfk"", 159964, ""up_next""], [""6h48Od3QJq4"", 161679, ""up_next""]]",F1JDOkL1330
"[[""5YnMGhEKH4g"", 128494, ""up_next""], [""WdqSoPAILJ0"", 130435, ""up_next""], [""7pDxQPWD3L4"", 132241, ""up_next""], [""llctqNJr2IU"", 133944, ""up_next""], [""k1hS66A3c7E"", 135683, ""up_next""], [""fzD6g_wp76A"", 137340, ""up_next""], [""hC0hrqbhx5M"", 139062, ""up_next""], [""m6pWEzkbnDE"", 140809, ""up_next""], [""q65gW6rEEec"", 142519, ""up_next""], [""vhhgI4tSMwc"", 144210, ""up_next""], [""vVgR2w9IxyQ"", 145880, ""up_next""], [""NNu5GpyuFqM"", 147694, ""up_next""], [""JRVNQonYdNU"", 149399, ""up_next""], [""m40IaBEFQBg"", 151179, ""up_next""], [""9OycuwkWMBU"", 152978, ""up_next""], [""3IDyUHTmSdo"", 154741, ""up_next""], [""lTcdxJi97Fc"", 156478, ""up_next""], [""RYaMy25LA58"", 158264, ""up_next""], [""CYZYT4_HKfk"", 159945, ""up_next""], [""-6V-G1CE1xc"", 161660, ""up_next""]]",F8bCetQksSs
"[[""AbZ5U-q1CbI"", 125196, ""up_next""], [""Phma-K1K28s"", 127185, ""up_next""], [""zcfM0TJtbu0"", 129035, ""up_next""], [""39yZGhaJay8"", 130693, ""up_next""], [""vblot9RiULI"", 132348, ""up_next""], [""2Ual3vsfuI4"", 134087, ""up_next""], [""lv4wCeTCte4"", 135741, ""up_next""], [""rF7Xrtci74c"", 137512, ""up_next""], [""ZzmD8mZZKfc"", 139241, ""up_next""], [""lzmCvSz2h1U"", 140983, ""up_next""], [""FhRkftGfwPQ"", 142721, ""up_next""], [""A4Rr33G3vWM"", 144527, ""up_next""], [""64PrGBIf7rg"", 146242, ""up_next""], [""obci7c9qpNI"", 147947, ""up_next""], [""XvOZrOPdEWY"", 149714, ""up_next""], [""yfNKExa846M"", 151411, ""up_next""], [""R2uvc6AwjRY"", 153122, ""up_next""], [""0tG67Oqshow"", 154852, ""up_next""], [""0cj3_rlDRd4"", 156551, ""up_next""], [""Vl4wcLx2_LY"", 158232, ""up_next""]]",FFm-ZpY7Fbo
